"","cty_name","country_name","p_sale_count","p_sale_cost","var_dates","gross_sale"
"35","CTY_1","IND",100.492273690179,114.030665831566,2000-02-04,11459.2008798191
"36","CTY_1","IND",109.555919421837,111.532421110023,2000-02-05,12219.0369400521
"37","CTY_1","IND",115.169190750457,113.624548687076,2000-02-06,13086.0473216765
"38","CTY_1","IND",104.328158716671,117.763508209814,2000-02-07,12286.0499755455
"39","CTY_1","IND",106.363620152697,111.534174765113,2000-02-08,11863.178598761
"40","CTY_1","IND",104.632515707053,115.612660648755,2000-02-09,12096.8435312651
"41","CTY_1","IND",102.856000447646,116.994516001982,2000-02-10,12033.5879902719
"42","CTY_1","IND",108.29092671629,115.846633584211,2000-02-11,12545.1393077967
"43","CTY_1","IND",108.274486525916,115.512933070611,2000-02-12,12507.1035153228
"44","CTY_1","IND",107.376909018494,112.36038142263,2000-02-13,12064.910453301
"45","CTY_1","IND",103.048894954845,119.337232414312,2000-02-14,12297.5699272644
"46","CTY_1","IND",102.77612126898,116.319634881434,2000-02-15,11954.8809005378
"47","CTY_1","IND",104.660681989044,114.365218194649,2000-02-16,11969.5417320777
"48","CTY_1","IND",109.319249005057,119.235380917417,2000-02-17,13034.722296724
"49","CTY_1","IND",105.319452807307,119.140767738984,2000-02-18,12547.8404653123
"50","CTY_1","IND",117.156554306857,113.028297517828,2000-02-19,13242.0058763591
"51","CTY_1","IND",100.916623333469,116.928876410548,2000-02-20,11800.067377529
"52","CTY_1","IND",108.844001484104,113.011966384386,2000-02-21,12300.6746368636
"53","CTY_1","IND",115.978496912867,118.479962799668,2000-02-22,13741.1279997979
"54","CTY_1","IND",102.437985199504,115.195186523404,2000-02-23,11800.3628121385
"55","CTY_1","IND",111.21895967517,111.81878130093,2000-02-24,12436.3685284348
"56","CTY_1","IND",104.130627792329,117.06699131907,2000-02-25,12190.2592998138
"57","CTY_1","IND",102.550633004867,119.102733651369,2000-02-26,12214.0607285579
"58","CTY_1","IND",115.066157286055,115.584802716151,2000-02-27,13299.8990892143
"59","CTY_1","IND",117.900907183066,118.593468346999,2000-02-28,13982.2775040974
"60","CTY_1","IND",107.489255517721,119.783598534053,2000-02-29,12875.4498296589
"61","CTY_1","IND",113.30230389256,119.702898355855,2000-03-01,13562.6141663354
"62","CTY_1","IND",101.896813218482,113.32064100628,2000-03-02,11547.0121904156
"63","CTY_1","IND",107.679392755963,115.823336365309,2000-03-03,12471.7865267861
"64","CTY_1","IND",105.487672891468,118.986592132903,2000-03-04,12551.6187093862
"65","CTY_1","IND",116.292800777592,112.750702726135,2000-03-05,13112.0950096639
"66","CTY_1","IND",108.970326827839,113.759379531599,2000-03-06,12396.3967672905
"67","CTY_1","IND",116.201287060976,115.512998493367,2000-03-07,13422.7590972019
"68","CTY_1","IND",116.247790190391,114.534121666951,2000-03-08,13314.3385451805
"69","CTY_1","IND",115.886846422218,118.517422415083,2000-03-09,13734.6103297739
"70","CTY_1","IND",108.796633752063,114.822582426723,2000-03-10,12492.3104467462
"71","CTY_1","IND",115.089503172785,118.845723730915,2000-03-11,13677.895298401
"72","CTY_1","IND",112.584422631189,116.233394136985,2000-03-12,13086.0695693759
"73","CTY_1","IND",114.203648027033,119.727233378605,2000-03-13,13673.2868200206
"74","CTY_1","IND",100.012495466508,115.321904618784,2000-03-14,11533.6314628752
"75","CTY_1","IND",109.506331481971,115.785044611709,2000-03-15,12679.1954759046
"76","CTY_1","IND",104.402377703227,112.732121341291,2000-03-16,11769.5015115595
"77","CTY_1","IND",107.596330754459,120.041067771674,2000-03-17,12915.9784320795
"78","CTY_1","IND",112.255420065485,114.194326698361,2000-03-18,12818.9321126197
"79","CTY_1","IND",107.035958184861,113.442113315822,2000-03-19,12142.3852972745
"80","CTY_1","IND",102.222708486952,115.170618067274,2000-03-20,11773.0525169531
"81","CTY_1","IND",104.872389454395,111.523443811189,2000-03-21,11695.7300326623
"82","CTY_1","IND",113.361111748964,116.399628162312,2000-03-22,13195.1912556456
"83","CTY_1","IND",108.352935593575,116.845772140329,2000-03-23,12660.5824231026
"84","CTY_1","IND",115.763916680589,117.713501037627,2000-03-24,13626.9759263003
"85","CTY_1","IND",102.057292885147,115.896655916823,2000-03-25,11828.0989573123
"86","CTY_1","IND",108.697854829952,118.427620949468,2000-03-26,12872.8283498219
"87","CTY_1","IND",119.699139599688,112.361729051168,2000-03-27,13449.6022913581
"88","CTY_1","IND",117.86102228798,113.760883114643,2000-03-28,13407.9739802752
"89","CTY_1","IND",117.729381215759,116.522352301879,2000-03-29,13718.1044343048
"90","CTY_1","IND",103.501053005457,116.942037805098,2000-03-30,12103.6240534316
"91","CTY_1","IND",102.613913831301,112.471476445475,2000-03-31,11541.1383924552
"92","CTY_1","IND",113.062038500793,112.844084921975,2000-04-01,12758.3822740351
"93","CTY_1","IND",106.870329445228,113.319759610968,2000-04-02,12110.5200422782
"94","CTY_1","IND",113.135162559338,112.86133615321,2000-04-03,12768.5856123575
"95","CTY_1","IND",106.407464849763,119.826538071907,2000-04-04,12750.4381379552
"96","CTY_1","IND",103.753822385333,119.644196423292,2000-04-05,12413.5427051382
"97","CTY_1","IND",115.645886026323,111.500100713999,2000-04-06,12894.5279390946
"98","CTY_1","IND",101.871899734251,115.551634128236,2000-04-07,11771.4644860405
"99","CTY_1","IND",109.335580831394,117.162872037014,2000-04-08,12810.0706660412
"100","CTY_1","IND",110.230109198019,113.629209289798,2000-04-09,12525.3601480989
"101","CTY_1","IND",111.99977918528,114.427658775891,2000-04-10,12815.8725155884
"102","CTY_1","IND",106.656470806338,118.26391777117,2000-04-11,12613.612093204
"103","CTY_1","IND",109.772260673344,113.910958418087,2000-04-12,12504.2634210207
"104","CTY_1","IND",119.089476549998,117.453201807528,2000-04-13,13987.4403223798
"105","CTY_1","IND",109.658047943376,116.496272580072,2000-04-14,12774.7538438101
"106","CTY_1","IND",117.807004442438,118.563279127891,2000-04-15,13967.5847509295
"107","CTY_1","IND",118.288763738237,114.343914644504,2000-04-16,13525.6003042889
"108","CTY_1","IND",112.174699646421,118.24465951632,2000-04-17,13264.0591660365
"109","CTY_1","IND",108.21379553061,114.181008831922,2000-04-18,12355.9603432163
"110","CTY_1","IND",102.941893818788,117.211374800454,2000-04-19,12065.9608990626
"111","CTY_1","IND",118.705996065401,112.239764109114,2000-04-20,13323.532996718
"112","CTY_1","IND",106.024577999488,112.033091179812,2000-04-21,11878.2612143177
"113","CTY_1","IND",101.214411430992,120.06218917287,2000-04-22,12152.0238122484
"114","CTY_1","IND",118.954538800754,115.142292892016,2000-04-23,13696.698347431
"115","CTY_1","IND",114.411925468594,118.903526634853,2000-04-24,13603.9814272998
"116","CTY_1","IND",102.845885911956,116.152107124263,2000-04-25,11945.7663577353
"117","CTY_1","IND",110.985693121329,112.417817617024,2000-04-26,12476.7694074125
"118","CTY_1","IND",119.081824771129,116.19217943273,2000-04-27,13836.3767509839
"119","CTY_1","IND",111.709667062387,114.908523079648,2000-04-28,12836.3928558581
"120","CTY_1","IND",108.090205634944,115.275758248728,2000-04-29,12460.1804138291
"121","CTY_1","IND",112.957869586535,118.248756752661,2000-04-30,13357.127644037
"122","CTY_1","IND",106.396412341855,119.013627706948,2000-05-01,12662.6230078085
"123","CTY_1","IND",106.154400217347,114.089335627153,2000-05-02,12111.084994696
"124","CTY_1","IND",104.395352625288,118.501655676456,2000-05-03,12371.0221310241
"125","CTY_1","IND",107.389777316712,116.187293571306,2000-05-04,12477.327583654
"126","CTY_1","IND",119.684384069405,116.994548633113,2000-05-05,14002.4204926322
"127","CTY_1","IND",103.084046016447,116.447680537165,2000-05-06,12003.8980590017
"128","CTY_1","IND",101.820879997686,113.155616873261,2000-05-07,11521.6044867163
"129","CTY_1","IND",102.838138155639,120.092974788614,2000-05-08,12350.1379328332
"130","CTY_1","IND",113.800142030232,112.650113700496,2000-05-09,12819.5989388381
"131","CTY_1","IND",112.385129667819,113.451198566428,2000-05-10,12750.2276618574
"132","CTY_1","IND",117.827882342972,118.183598187431,2000-05-11,13925.3231020977
"133","CTY_1","IND",113.459981852211,118.550555951775,2000-05-12,13450.7439268579
"134","CTY_1","IND",114.741554758511,114.962747650226,2000-05-13,13191.0044046973
"135","CTY_1","IND",110.422714515589,113.997398161329,2000-05-14,12587.9021526884
"136","CTY_1","IND",113.196768993512,120.310145800193,2000-05-15,13618.7197817202
"137","CTY_1","IND",116.436109202914,115.037167581674,2000-05-16,13394.4802069337
"138","CTY_1","IND",115.725631034002,117.523883280356,2000-05-17,13600.5255541856
"139","CTY_1","IND",119.596438347362,115.844908412728,2000-05-18,13854.6384468386
"140","CTY_1","IND",108.788630724885,115.431192710707,2000-05-19,12557.6013979381
"141","CTY_1","IND",106.234044041485,117.136452499104,2000-05-20,12443.8790536531
"142","CTY_1","IND",108.189499052241,119.705171748076,2000-05-21,12950.8425653869
"143","CTY_1","IND",100.209342236631,116.41139843845,2000-05-22,11665.5096663634
"144","CTY_1","IND",103.676990480162,114.351120289599,2000-05-23,11855.5800096606
"145","CTY_1","IND",116.85458637774,114.348031716738,2000-05-24,13362.0919493681
"146","CTY_1","IND",104.623235641047,117.276716834493,2000-05-25,12269.8695805835
"147","CTY_1","IND",104.781999113038,115.979011715229,2000-05-26,12152.5127026762
"148","CTY_1","IND",101.533823306672,118.625850710918,2000-05-27,12044.536165686
"149","CTY_1","IND",104.914473560639,116.931255059917,2000-05-28,12267.781067396
"150","CTY_1","IND",114.642704110593,114.282554254637,2000-05-29,13101.6610524171
"151","CTY_1","IND",116.949063302018,117.494744996107,2000-01-01,13740.9003702042
"152","CTY_1","IND",109.950545341708,119.922442118619,2000-01-02,13185.5379096515
"153","CTY_1","IND",107.758180596866,112.305030585993,2000-01-03,12101.785767822
"154","CTY_1","IND",104.92897988297,117.173853658505,2000-01-04,12294.9329333434
"155","CTY_1","IND",102.221929226071,115.23224231696,2000-01-05,11779.2621186857
"156","CTY_1","IND",107.799888704903,120.469498983927,2000-01-06,12986.5985828028
"157","CTY_1","IND",111.438706279732,120.235251355253,2000-01-07,13398.8608602478
"158","CTY_1","IND",104.337855256163,111.78085857349,2000-01-08,11662.9750422504
"159","CTY_1","IND",108.895360040478,114.074436194082,2000-01-09,12422.1768007691
"160","CTY_1","IND",104.359813374467,115.573873384295,2000-01-10,12061.2678573493
"161","CTY_1","IND",110.045991265215,116.213076848623,2000-01-11,12788.7832397873
"162","CTY_1","IND",107.078091436997,114.271862615608,2000-01-12,12236.01295383
"163","CTY_1","IND",112.99970317632,119.111597410678,2000-01-13,13459.5751522639
"164","CTY_1","IND",107.494279132225,114.577893326096,2000-01-14,12316.4680475776
"165","CTY_1","IND",107.108907615766,112.499014678735,2000-01-15,12049.6465700893
"166","CTY_1","IND",110.673758909106,119.627882650744,2000-01-16,13239.6674432953
"167","CTY_1","IND",114.806687207893,112.338465605867,2000-01-17,12897.2070822274
"168","CTY_1","IND",104.422058756463,115.186100622371,2000-01-18,12027.9697671171
"169","CTY_1","IND",108.254922372289,119.462867807418,2000-01-19,12932.443480863
"170","CTY_1","IND",105.313733736984,117.301670188876,2000-01-20,12353.4768611748
"171","CTY_1","IND",112.599461069331,118.157332967401,2000-01-21,13304.4520135188
"172","CTY_1","IND",103.676569815725,119.083895329102,2000-01-22,12346.2097880161
"173","CTY_1","IND",117.272882228717,112.710856649899,2000-01-23,13217.9270178014
"174","CTY_1","IND",114.931360082701,111.783689471919,2000-01-24,12847.4514660699
"175","CTY_1","IND",113.365692994557,119.927451571613,2000-01-25,13595.6586564871
"176","CTY_1","IND",112.360357465222,111.506977967687,2000-01-26,12528.963904316
"177","CTY_1","IND",107.444761204533,119.138385484817,2000-01-27,12800.7953787098
"178","CTY_1","IND",110.596713717096,113.537993227069,2000-01-28,12556.9289329477
"179","CTY_1","IND",117.493646857329,120.196294192243,2000-01-29,14122.300943383
"180","CTY_1","IND",111.635001995601,118.668087950896,2000-01-30,13247.5122352124
"181","CTY_1","IND",116.795355295762,112.516841807617,2000-01-31,13141.4445156777
"182","CTY_1","IND",106.248963298276,113.145768985061,2000-02-01,12021.620656249
"183","CTY_1","IND",114.165806444362,119.210629076951,2000-02-02,13609.7776053098
"184","CTY_1","IND",105.300356121734,114.042778930974,2000-02-03,12008.7452345437
"185","CTY_1","IND",111.886863880791,116.379619036673,2000-02-04,13021.3505936545
"186","CTY_1","IND",109.625796009786,114.561394152467,2000-02-05,12558.8840259551
"187","CTY_1","IND",105.300654629245,111.743040117,2000-02-06,11766.6152745821
"188","CTY_1","IND",111.291808695532,112.868014076557,2000-02-07,12561.2854304528
"189","CTY_1","IND",118.263764460571,113.294436157644,2000-02-08,13398.6265124408
"190","CTY_1","IND",118.037487789989,120.140042686134,2000-02-09,14181.0288216533
"191","CTY_1","IND",105.483332430013,118.473607717985,2000-02-10,12496.9909470991
"192","CTY_1","IND",106.429655128159,120.013886601375,2000-02-11,12773.0365615743
"193","CTY_1","IND",119.712817687541,118.551082163604,2000-02-12,14192.0840857123
"194","CTY_1","IND",112.399866203777,113.699164033637,2000-02-13,12779.7708248621
"195","CTY_1","IND",118.746281783096,112.126406007952,2000-02-14,13314.5938031461
"196","CTY_1","IND",109.330654046498,112.66195211302,2000-02-15,12317.4049106718
"197","CTY_1","IND",108.136651865207,116.070886784468,2000-02-16,12551.5170758979
"198","CTY_1","IND",113.184606484137,117.84632360203,2000-02-17,13338.389762498
"199","CTY_1","IND",103.046932336874,111.772595634984,2000-02-18,11517.823099515
"200","CTY_1","IND",111.457341164351,115.904794664015,2000-02-19,12918.4402414511
"201","CTY_1","IND",104.774520536885,118.854858842615,2000-02-20,12452.9608487141
"202","CTY_1","IND",119.247178728692,111.888729306099,2000-02-21,13342.4153012906
"203","CTY_1","IND",112.02731451951,117.737347013657,2000-02-22,13189.7988045916
"204","CTY_1","IND",110.300594544969,115.290922396886,2000-02-23,12716.6572860145
"205","CTY_1","IND",108.051466844045,120.194367910193,2000-02-24,12987.1777590891
"206","CTY_1","IND",117.6049308246,114.315864441218,2000-02-25,13444.1093297638
"207","CTY_1","IND",107.281837295741,115.087715222277,2000-02-26,12346.8215392149
"208","CTY_1","IND",105.764785613865,118.15646504943,2000-02-27,12496.7931948451
"209","CTY_1","IND",103.412904702127,117.760780746073,2000-02-28,12177.9843969417
"210","CTY_1","IND",103.443434927613,119.161057931175,2000-02-29,12326.429142009
"211","CTY_1","IND",109.64085211046,113.716172457328,2000-03-01,12467.9380469615
"212","CTY_1","IND",105.059298570268,113.311233465183,2000-03-02,11904.3987079839
"213","CTY_1","IND",104.325095792301,112.96756740801,2000-03-03,11785.3522912639
"214","CTY_1","IND",113.487527761608,114.435316953023,2000-03-04,12986.9812096147
"215","CTY_1","IND",100.953272548504,119.078231999096,2000-03-05,12021.3372095988
"216","CTY_1","IND",114.017061749473,120.200907966378,2000-03-06,13704.9543459453
"217","CTY_1","IND",107.037772769108,118.946255166368,2000-03-07,12731.742232234
"218","CTY_1","IND",108.178879958577,114.485336289029,2000-03-08,12384.8954514282
"219","CTY_1","IND",116.419026479125,117.200105996714,2000-03-09,13644.3222433877
"220","CTY_1","IND",118.37714696303,114.836663298204,2000-03-10,13594.0365679955
"221","CTY_1","IND",105.650566602126,117.62171167051,2000-03-11,12426.8004827012
"222","CTY_1","IND",119.222095874138,115.13532937025,2000-03-12,13726.6752766804
"223","CTY_1","IND",114.567888565361,117.152910117246,2000-03-13,13421.9615514205
"224","CTY_1","IND",113.727501640096,117.544417703426,2000-03-14,13368.0329571506
"225","CTY_1","IND",101.056878855452,117.465171623074,2000-03-15,11870.6636184479
"226","CTY_1","IND",107.904402692802,115.463299247385,2000-03-16,12458.9983382294
"227","CTY_1","IND",109.556907596998,116.706043857636,2000-03-17,12785.9532629223
"228","CTY_1","IND",111.20506527368,118.58203447856,2000-03-18,13186.922884474
"229","CTY_1","IND",113.965231897309,112.338191404692,2000-03-19,12802.64803436
"230","CTY_1","IND",118.313670768403,113.204395915861,2000-03-20,13393.6276279251
"231","CTY_1","IND",112.36702454742,111.695751902328,2000-03-21,12550.9192958515
"232","CTY_1","IND",108.568430175073,113.637670333816,2000-03-22,12337.4634768949
"233","CTY_1","IND",110.841607344337,112.340098275316,2000-03-23,12451.9570620568
"234","CTY_1","IND",101.169569771737,114.556778606554,2000-03-24,11589.6600060611
"235","CTY_1","IND",105.217137141153,119.596027115292,2000-03-25,12583.5515865268
"236","CTY_1","IND",107.943039066158,114.889540869552,2000-03-26,12401.526198375
"237","CTY_1","IND",103.954894733615,112.681826520152,2000-03-27,11713.8274142939
"238","CTY_1","IND",116.638551256619,111.937472655496,2000-03-28,13056.2246418645
"239","CTY_1","IND",103.057744456455,118.072865999024,2000-03-29,12168.3232513687
"240","CTY_1","IND",116.068370840512,117.817985644203,2000-03-30,13674.9416494335
"241","CTY_1","IND",110.936523131095,118.633795907693,2000-03-31,13160.8208438434
"242","CTY_1","IND",113.246352840215,115.724209918398,2000-04-01,13105.344708574
"243","CTY_1","IND",103.43396987766,116.686624877783,2000-04-02,12069.3608427345
"244","CTY_1","IND",112.661107196473,111.825876248947,2000-04-03,12598.4270314221
"245","CTY_1","IND",106.237394935451,117.176494560633,2000-04-04,12448.5255297897
"246","CTY_1","IND",114.491086928174,113.214805679529,2000-04-05,12962.0861586112
"247","CTY_1","IND",107.978796493262,118.222783930963,2000-04-06,12765.5539269483
"248","CTY_1","IND",119.387128222734,111.574095266599,2000-04-07,13320.5108179289
"249","CTY_1","IND",119.347967412323,120.04561252459,2000-04-08,14327.199851577
"250","CTY_1","IND",114.534050780348,115.572991744017,2000-04-09,13237.042905246
"251","CTY_1","IND",105.144334929064,116.01793278591,2000-04-10,12198.6283826194
"252","CTY_1","IND",104.435758693144,118.867362132382,2000-04-11,12414.003148148
"253","CTY_1","IND",111.860913033597,114.925067930948,2000-04-12,12855.623029204
"254","CTY_1","IND",105.350428642705,113.095197029493,2000-04-13,11914.6274844883
"255","CTY_1","IND",110.621407977305,113.908079719655,2000-04-14,12600.6721585794
"256","CTY_1","IND",115.705833425745,113.890045812204,2000-04-15,13177.7426695974
"257","CTY_1","IND",103.36121621076,118.981074903866,2000-04-16,12298.0286081271
"258","CTY_1","IND",108.087983620353,113.408795440271,2000-04-17,12258.128023952
"259","CTY_1","IND",109.431525552645,116.395882762291,2000-04-18,12737.3790187244
"260","CTY_1","IND",117.362136137672,117.421804096219,2000-04-19,13780.8737578715
"261","CTY_1","IND",118.514159116894,119.305601280183,2000-04-20,14139.4030136563
"262","CTY_1","IND",117.639551186003,113.718223781737,2000-04-21,13377.760807353
"263","CTY_1","IND",113.483736850321,112.29102326971,2000-04-22,12743.2049353931
"264","CTY_1","IND",119.003339586779,120.492707822977,2000-04-23,14339.0346267883
"265","CTY_1","IND",110.328897885047,114.431162681892,2000-04-24,12625.0640623976
"266","CTY_1","IND",111.530380425975,113.516892922495,2000-04-25,12660.5822524205
"267","CTY_1","IND",106.726624118164,115.126803334276,2000-04-26,12287.0950653831
"268","CTY_1","IND",106.946492628194,118.44868013358,2000-04-27,12667.6708967252
"269","CTY_1","IND",100.400486011058,117.778616182674,2000-04-28,11825.0303064503
"270","CTY_1","IND",110.056260912679,118.509763881061,2000-04-29,13042.7414943941
"271","CTY_1","IND",117.420868272893,118.233103103752,2000-04-30,13883.033625041
"272","CTY_1","IND",100.126015678979,113.290127729126,2000-05-01,11343.2891052801
"273","CTY_1","IND",101.441142479889,115.251713850419,2000-05-02,11691.2655257518
"274","CTY_1","IND",103.284224499948,112.909649967789,2000-05-03,11661.7856354837
"275","CTY_1","IND",115.406681485474,116.83846967251,2000-05-04,13483.9400547456
"276","CTY_1","IND",114.703686116263,112.697503396464,2000-05-05,12926.8190556745
"277","CTY_1","IND",119.437512713484,112.610751953276,2000-05-06,13449.9481180945
"278","CTY_1","IND",109.329447536729,114.833944169634,2000-05-07,12554.7316745298
"279","CTY_1","IND",101.487690266222,120.369200291303,2000-05-08,12215.9921167566
"280","CTY_1","IND",112.97636248637,116.615164449685,2000-05-09,13174.7570902753
"281","CTY_1","IND",115.171863390133,115.099533600402,2000-05-10,13256.2277600935
"282","CTY_1","IND",102.742121620104,118.319112334424,2000-05-11,12156.3566294461
"283","CTY_1","IND",107.931691892445,115.670314345306,2000-05-12,12484.4927290199
"284","CTY_1","IND",104.499706584029,115.715878368358,2000-05-13,12092.2753366066
"285","CTY_1","IND",101.159171210602,114.773192880836,2000-05-14,11610.3610690199
"286","CTY_1","IND",107.917853766121,112.235194910304,2000-05-15,12112.1813517422
"287","CTY_1","IND",101.298565999605,112.944186590314,2000-05-16,11441.0841395906
"288","CTY_1","IND",104.517728658393,118.370128119409,2000-05-17,12371.7769320436
"289","CTY_1","IND",101.092582182027,118.814527660229,2000-05-18,12011.2674019104
"290","CTY_1","IND",113.40564079117,113.885268476955,2000-05-19,12915.2318483035
"291","CTY_1","IND",105.954835652374,111.804327424706,2000-05-20,11846.2091375089
"292","CTY_1","IND",102.014431646094,116.429181929636,2000-05-21,11877.4568215714
"293","CTY_1","IND",101.438081944361,114.890533168896,2000-05-22,11654.2753182178
"294","CTY_1","IND",117.608811375685,120.241278524902,2000-05-23,14141.4338456064
"295","CTY_1","IND",115.084948041476,116.475554115903,2000-05-24,13404.5830935308
"296","CTY_1","IND",116.332117752172,117.045695065104,2000-05-25,13616.1735806985
"297","CTY_1","IND",119.642807473429,112.133221593618,2000-05-26,13415.9334425005
"298","CTY_1","IND",102.071992899291,118.556304202545,2000-05-27,12101.2782407284
"299","CTY_1","IND",101.980836587027,119.266204585216,2000-05-28,12162.8673201599
"300","CTY_1","IND",115.976632223465,119.359857578052,2000-05-29,13842.9543045748
"301","CTY_1","IND",115.691505330615,114.345590704572,2000-01-01,13228.8135165303
"302","CTY_1","IND",100.188598101959,111.888825915533,2000-01-02,11209.9846117513
"303","CTY_1","IND",115.581317655742,118.249414625149,2000-01-03,13667.4231543949
"304","CTY_1","IND",114.587813038379,112.636884019624,2000-01-04,12906.8142072662
"305","CTY_1","IND",112.602637056261,111.803458408613,2000-01-05,12589.3642488199
"306","CTY_1","IND",109.618216599338,115.698481783723,2000-01-06,12682.6612363826
"307","CTY_1","IND",103.132737027481,115.029861221856,2000-01-07,11863.3444277013
"308","CTY_1","IND",100.164310396649,118.774900893827,2000-01-08,11897.0060404605
"309","CTY_1","IND",109.049167884514,116.269906419059,2000-01-09,12679.1365450087
"310","CTY_1","IND",109.845866574906,114.213330157127,2000-01-10,12545.8622255154
"311","CTY_1","IND",107.791742230766,112.29176307058,2000-01-11,12104.1247795421
"312","CTY_1","IND",109.293318837881,118.176934776194,2000-01-12,12915.9494117781
"313","CTY_1","IND",114.265580014326,118.937161551025,2000-01-13,13590.4237498854
"314","CTY_1","IND",101.106038526632,112.910456688663,2000-01-14,11415.9289840235
"315","CTY_1","IND",107.095661950298,116.999044240825,2000-01-15,12530.0900905233
"316","CTY_1","IND",116.056245458312,117.872623013791,2000-01-16,13679.8540693037
"317","CTY_1","IND",116.714176740497,115.683150279592,2000-01-17,13501.8636476298
"318","CTY_1","IND",104.754988099448,118.476316251785,2000-01-18,12410.9850990222
"319","CTY_1","IND",107.07972205244,116.666773144768,2000-01-19,12492.6456410968
"320","CTY_1","IND",117.13770840317,118.296203521432,2000-01-20,13856.9461932956
"321","CTY_1","IND",117.07526747603,115.830024490636,2000-01-21,13560.8310989963
"322","CTY_1","IND",105.917909108102,119.503607896816,2000-01-22,12657.5722793052
"323","CTY_1","IND",102.940966491587,118.280367364571,2000-01-23,12175.895333489
"324","CTY_1","IND",114.079841226339,114.260758507005,2000-01-24,13034.8491888802
"325","CTY_1","IND",102.076133764349,116.680424677825,2000-01-25,11910.2866370947
"326","CTY_1","IND",100.674555459991,115.784266697543,2000-01-26,11656.5295790362
"327","CTY_1","IND",119.988090558909,119.99811707943,2000-01-27,14398.3449390252
"328","CTY_1","IND",100.697496081702,116.35918469057,2000-01-28,11717.0785444487
"329","CTY_1","IND",106.767825675197,114.560220899438,2000-01-29,12231.3456943032
"330","CTY_1","IND",118.301275232807,114.663555269209,2000-01-30,13564.8448110748
"331","CTY_1","IND",112.344705392607,118.827876892847,2000-01-31,13349.6828219558
"332","CTY_1","IND",105.725706974044,118.722868361492,2000-02-01,12552.0591915051
"333","CTY_1","IND",114.755948060192,116.533451209182,2000-02-02,13372.9066742359
"334","CTY_1","IND",116.681086183526,115.548341441865,2000-02-03,13482.3059861416
"335","CTY_1","IND",106.285415608436,120.42107223379,2000-02-04,12799.0037103818
"336","CTY_1","IND",109.851330956444,114.296291567951,2000-02-05,12555.5997521252
"337","CTY_1","IND",113.947475324385,116.12492494876,2000-02-06,13232.1420201449
"338","CTY_1","IND",112.82924707979,115.348305416813,2000-02-07,13014.6624521086
"339","CTY_1","IND",112.878458299674,116.488124870511,2000-02-08,13148.9999456032
"340","CTY_1","IND",119.557068096474,113.277465376323,2000-02-09,13543.121641793
